id,content,vertical,trian,triangle,rectangle,diamond,parallel,angle
1125,如图，点A、B、D、C都在圆上线段等于线段，线段与线段相交于点E．（1）图中一共有3对相似三角形；（2）若线段等于6，线段等于4，线段等于3，试求线段、线段的长．,0,1,0,0,0,0,0
1149,如图，在三角形字母字母字母中，线段垂直线段于D，线段垂直线段于E，求证比三角形字母字母字母相似三角形字母字母字母．,0,1,0,0,0,0,0
229,如图所示，已知三角形字母字母字母全等三角形线段E，试说明线段等于线段，角线段O等于角线段O的理由．,0,1,0,0,0,0,0
151,如图，三角形线段F全等三角形线段E，角B等于30度，线段等于5厘米，线段等于4厘米，角F等于40度，求比（1）角线段F的度数；（2）请估计三角形线段F的周长l的取值范围．,0,1,0,0,0,0,0
1027,如图，在正方形字母字母字母中，对角线线段，线段相交于点O．点E是线段上一点，线段垂直线段于点F．交线段于点G．求证比线段等于AG．,0,1,1,0,0,0,0
646,（2019广安）如图，点E是字母字母字母的线段线段的中点，线段、线段的延长线交于点F，线段等于3，线段等于2，求字母字母字母的周长．,0,1,0,0,1,0,0
187,三角形字母字母字母全等三角形字母字母字母，线段与线段是对应线段，角A与角D是对应角．（1）如果角A等于60度，角B等于35度，求字母字母字母的度数．（2）线段平行线段成立吗，请说明理由．,0,1,0,0,0,0,0
843,完成下面的证明．已知比如图，线段平行线段，线段、线段分别是角字母字母字母、角字母字母字母的平分线．求证比角1等于角2．,0,0,0,0,0,1,0
946,（2018春宁远县期中）已知比如图，在正方形字母字母字母中，E是线段线段上的一点，F为线段延长线上一点，且线段等于线段．（1）求证比三角形线段C全等三角形线段C；（2）如果线段加线段等于9，线段等于3，求正方形字母字母字母的面积．,0,1,1,0,0,0,0
749,已知线段平行线段，线段平行线段，线段恰好是角字母字母字母的平分线，线段平分角字母字母字母交线段于E，AF平分角字母字母字母交线段于F，连线段，CG平分角线段H，若角E线段和角A线段互余，求证比线段平行CG．,0,0,0,0,0,1,0
547,在平面直角坐标系中，A（2，0），B（负号2，0），C（0，负号3），求点D坐标，使A、B、C、D四点组成平行四线段形，并求出对应面积．,0,0,0,0,1,0,0
429,（2018秋海珠区期末）如图，已知直线线段以及点C、点D、点E．（1）画直线线段交直线线段于点O，画射线线段；（2）在（1）所画的图中，若角字母字母字母等于40度，角字母字母字母比角字母字母字母等于3比4，求角字母字母字母的度数．,0,0,0,0,0,0,1
175,如图所示，三角形字母字母字母全等三角形字母字母字母，角D和角B是对应角，角字母字母字母等于15度，角B等于35度，角字母字母字母等于106度，求角线段B和角DGB的度数．,0,1,0,0,0,0,0
472,如图，直线线段、线段相交于点O，角字母字母字母等于90度．（1）在角1、角2、角3、角4中，哪些角为对顶角？哪些角互为余角？哪些角互为补角？（2）设角1等于50度，求角2、角3、角4的度数．,0,0,0,0,0,0,1
500,如图，有一圆台形工件，要测量锥角的大小（即角C线段），工人师傅采用图中的办法，测量出角字母字母字母的大小，就是角C线段的大小，为什么，请说明理由．,0,0,0,0,0,0,1
458,如图，点O是直线线段上的一点，线段是角字母字母字母的平分线，已知角字母字母字母的余角等于角字母字母字母的1除3，求角字母字母字母的邻补角的度数．,0,0,0,0,0,0,1
1197,两个相似三角形对应角平分线比为2比3，周长差是25，求较大三角形周长．,0,1,0,0,0,0,0
1459,（1）矩形字母字母字母内有一点P，若PA乘方2加PC乘方2等于10，求PB乘方2加线段乘方2的值；（2）由（1）你能得出什么猜想？请说说猜想的依据．,0,0,1,0,0,0,0
1305,如图所示，在等腰三角形字母字母字母中．底线段线段上有任意一点P，则点P到两腰的距离之和等于定长（腰上的高），即线段加线段等于线段，若点P在线段的延长线上，那么线段，线段和线段存在什么等式关系？写出你的猜想并加以证明．（提示比有三个角等于90度的四线段形是长方形．）,0,1,1,0,0,0,0
686,（2010春昌宁县校级期末）如图，已知角B等于142度，角线段E等于38度，角E线段等于40度，角D等于140度，求证比线段平行线段．,0,0,0,0,0,1,0
212,如图，三角形字母字母字母全等三角形AFB，角字母字母字母等于20度，线段平行线段，线段、线段交于E，角FEC等于110度．（1）求角F线段的度数；（2）AF平行于线段吗？说明理由；（3）求角字母字母字母的度数．,0,1,0,0,0,0,0
580,如图，四线段形字母字母字母对角线交于点O，且O为线段中点，线段等于线段，线段平行线段，求证比四线段形字母字母字母是平行四线段形．,0,0,0,0,1,0,0
1272,如图所示，在三角形字母字母字母中，点D是线段上一点，连接线段，三角形字母字母字母相似三角形字母字母字母且线段等于4，线段等于5．求三角形字母字母字母与三角形字母字母字母的相似比．,0,1,0,0,0,0,0
659,（2017秋港南区期末）如图，在平行四线段形字母字母字母中，点E、F在线段上，且角字母字母字母等于角线段F，求证比线段等于AF．,0,1,0,0,1,0,0
817,如图，直线线段垂直线段于点O，DH交线段于点G，若线段平行线段，角线段H等于135度，求角F线段的度数．,1,0,0,0,0,1,0
1274,如图，角B等于角C等于角E线段，若三角形字母字母字母与三角形线段F、三角形线段D都相似，请写出你能够得到的结论，并请说明理由．,0,1,0,0,0,0,0
769,（2019春鹿城区校级期中）如图，已知线段平行线段，角B等于60度，角FCG等于90度，线段平分角线段E，求角线段E的度数．,0,0,0,0,0,1,0
346,在直角三角形字母字母字母中，角C等于90度，线段等于7，角A等于2角B，求线段，线段的长．,0,1,0,0,0,0,0
1253,如图所示，在直角三角形字母字母字母中，角C等于90度，D是线段线段上一点，线段等于5，线段等于4，若三角形字母字母字母与三角形线段C相似，求线段的长．,0,1,0,0,0,0,0
939,（2019春天河区校级月考）如图，四线段形字母字母字母是正方形，M是线段线段上的一点，E是线段线段的中点，线段平分角线段M．（1）求证比AM等于线段加MC；（2）若线段等于4，求AM的长．,0,1,1,0,0,0,0
1000,（1）正方形字母字母字母中，AI平分角字母字母字母，交线段于I，求证比ID等于线段．（2）正方形字母字母字母中，E、F分别是线段和BA延长线上的点，AF等于线段，IF平分角线段E，求证比ID等于线段．,0,1,1,0,0,0,0
529,已知比如图，在四线段形字母字母字母中，对角线线段平分角字母字母字母交线段于点O，且线段等于DO，线段垂直线段，线段垂直线段，垂足分别为E，F．（1）求证比三角形字母字母字母是等腰三角形；（2）若BA等于线段，求证比四线段形字母字母字母是平行四线段形．,0,1,0,0,1,0,1
668,（2018春孝感期末）如图，点E，F为字母字母字母的对角线线段上的两点，连接线段，线段，角线段B等于角线段D．求证比线段等于线段．,0,1,0,0,1,0,0
916,如图，三角形字母字母字母中，点O是线段上一动点，过点O作直线线段平行线段，设线段交角字母字母字母的平分线于点E，交角线段H的平分线于点F．（1）证明比线段等于线段；（2）当点O运动到何处时，四线段形线段线段是矩形；（3）当O是线段上怎样的点，且线段与线段具有什么关系时，四线段形线段线段为正方形．,0,1,1,0,0,0,0
49,如图，已知在平面直角坐标系中，B、C的坐标为（负号10，0）、（负号10，5），P、Q两点分别是x轴、y轴上的动点，且满足线段等于线段，问P、Q点运动到何处时，三角形字母字母字母才能和以P、Q、O为顶点的三角形全等．,0,1,0,0,0,0,0
1484,（2018秋双台子区期末）如图，在三角形字母字母字母中，角字母字母字母等于90度，线段垂直线段于点D，线段交线段于点F，交线段于点E，若线段平分角字母字母字母，试判断三角形A线段的形状，并说明理由．,0,1,0,0,0,0,0
620,（2019春西湖区校级月考）如图，平行四线段形字母字母字母中，线段，线段分别平分角字母字母字母和角字母字母字母，交于线段线段上点P，线段等于5．（1）求线段线段的长．（2）若线段等于6；求三角形线段P的周长．,0,0,0,0,1,0,0
434,（2017秋桂平市期末）如图，已知直线线段和线段相交于点O，线段平分角字母字母字母，角D线段与角D线段互余．（1）写出角D线段的余角；（2）若角字母字母字母等于50度，线段平分角字母字母字母吗？请说明理由．,0,0,0,0,0,0,1
363,如图所示，在梯形字母字母字母中，线段平行线段，两对角线交于M，若线段等于线段，线段等于线段，角线段B等于90度，试说明比（1）角字母字母字母等于30度；（2）BM等于线段．,0,1,0,0,0,1,0
1446,如图．长方形字母字母字母长为10厘米，宽为6厘米，M为线段的中点，三角形PMD面积为25平方厘米．那么三角形线段D的面积为多少平方厘米？,0,0,1,0,0,0,0
622,（2019秋瑞安市月考）已知比如图，在字母字母字母中，E，F为线段上的两点，且线段等于线段，AF等于线段（1）求证比三角形线段F全等三角形线段E；（2）若线段平分角字母字母字母，求角字母字母字母的度数．,0,1,0,0,1,0,0
591,如图，在字母字母字母中，对角线线段、线段相交成的锐角为α，若线段等于a，线段等于b，试用含a，b，α的式子表示字母字母字母的面积．,0,1,0,0,1,0,0
390,（2019春历城区期末）如图，在三角形字母字母字母中，线段等于线段，角字母字母字母等于110度，线段的垂直平分线线段交线段于点D，连接线段，求角线段A的度数．,1,1,0,0,0,0,0
1464,如图，在矩形字母字母字母中，线段等于6厘米，线段等于10厘米（1）求线段的长度；（2）求A到线段的距离AG的长．,0,0,1,0,0,0,0
155,如图，已知三角形字母字母字母全等三角形字母字母字母，线段与线段是对应线段，角字母字母字母与角F是对应角．（1）求证比角A等于角D．（2）求证比线段等于线段．,0,1,0,0,0,0,0
680,（2018春怀柔区期末）如图，这是怀柔城区地图的一部分，其中的这段青春路和开放路互相平行吗？请你在地图上画出图形，验证你的结论，并说明理由．,0,0,0,0,0,1,0
905,矩形字母字母字母四个内角平分线组成四线段形MFNE，求证比四线段形MFNE是正方形．,0,0,1,0,0,0,0
236,如图，已知三角形字母字母字母全等三角形线段D，角E等于角B，角C等于角字母字母字母，若角字母字母字母等于1除3角E线段等于30度，求角D线段的度数．,0,1,0,0,0,0,0
973,如图，以三角形字母字母字母的线段线段、线段为一线段，分别向三角形的外侧分别作正方形线段FG和正方形字母字母字母E．连接线段，取线段中点M，请问点M是否在线段线段的垂直平分线上．,0,1,1,0,0,0,0
226,如图所示，已知三角形字母字母字母全等三角形字母字母字母．（1）如果线段等于6，线段等于2，求线段的长；（2）如果角字母字母字母等于75度，角字母字母字母等于30度，求角线段E的度数．,0,1,0,0,0,0,0
748,如图，已知线段平行线段，角1等于角2，说明线段平行线段的理由．,0,0,0,0,0,1,0
1480,如图，已知比在矩形字母字母字母中，线段平分角字母字母字母，交线段于E，交线段于F，角线段F等于15度，求比角O线段和角B线段的度数．,0,0,1,0,0,0,0
534,如图，在三角形字母字母字母中，D、E分别在线段、线段上，并且线段平行线段，线段和线段交于点F，过点C点引CG平行线段，交AF的延长线于G，连接线段．求证比（1）四线段形线段线段为平行四线段形．（2）直线AF平分线段．,0,0,0,0,1,0,0
657,（2018秋顺义区期末）如图，在平行四线段形字母字母字母中，线段等于4，线段等于3，过点B作线段垂直线段于E，连接线段，角线段B等于60度，F为线段上一点，且角线段E等于角C．（1）求证比三角形线段F相似三角形E线段；（2）求线段的长；（3）求线段的长．,0,1,0,0,1,0,0
503,如图，直线线段，线段相交于点O，线段是角字母字母字母的平分线．角字母字母字母等于角字母字母字母负号40度，求角字母字母字母的度数．,0,0,0,0,0,0,1
1453,如图，点E是矩形字母字母字母线段延长线上一点，且线段等于6，线段等于10，线段等于8，过点A作线段的平行线交线段于点F．（1）求线段线段的长；（2）求证比四线段形A字母字母字母是菱形．,0,0,1,1,0,0,0
371,如图，矩形字母字母字母中，E是线段上一点，线段等于线段等于2线段，求角线段E的度数．,0,1,1,0,0,0,0
297,如图，在三角形字母字母字母中，角字母字母字母等于120度，线段等于线段，线段等于12，线段的垂直平分线线段交线段于点E，交线段于点F，连接AF．（1）求证比线段垂直AF；（2）求AF的长度．,1,1,0,0,0,0,0
55,如图，已知线段等于线段，线段等于线段，线段等于线段．（1）问比三角形线段F与三角形字母字母字母全等吗？请说明理由．（2）如图，如果将三角形线段C沿线段方向平行移动，可有下面3幅图，如果上面的条件不变，结论仍然成立吗？请选择其中一幅图说明．,0,1,0,0,0,0,0
1255,如果把两条直角线段分别为30厘米，40厘米的直角三角形按相似比3比5进行缩小，得到的直角三角形的两条直角线段的长和面积各是多少？,0,1,0,0,0,0,0
1010,如图所示，正方形字母字母字母的面积为6，线段等于2ED且线段等于3FC，求三角形线段F的面积？,0,0,1,0,0,0,0
205,如图，三角形字母字母字母全等三角形E线段，角A与角E是对应角．（1）填空比那么，角线段A与角F线段是对应角，线段与ED是对应线段；（2）若角A等于45度，角B等于42度，线段等于3厘米，求角E线段的度数和EC的长．,0,1,0,0,0,0,0
480,下面各图中的直线都相交于一点，请观察图并填写下表．若n（n为大于1的整数）条直线相交于一点．则共有多少对对顶角？共有多少对邻补角？,0,0,0,0,0,0,1
306,如图．在三角形字母字母字母中，角字母字母字母等于90度．线段是线段线段上的高．角A等于30度．想一想比线段与线段有怎样的数量关系．,0,1,0,0,0,0,0
356,如图，在三角形字母字母字母中，角字母字母字母等于90度，角A等于15度，线段等于8厘米，线段为线段的中线，求三角形字母字母字母的面积．,0,1,0,0,0,0,0
379,如图，等腰直角三角形字母字母字母斜线段线段为22，过点C作直线l平行线段，点D在直线l上，且线段等于线段，求线段的长．,0,1,0,0,0,0,0
1069,如图，点A是一个半径为300米的圆形公园的中心，在公园附近有B，C两村庄，线段的距离为700米，现要在B，C两村庄之间修一笔直公路将两村连通，现测得角C等于30度，问此公路是否会穿过该公园？请通过计算进行说明．,0,1,0,0,0,0,0
394,（2018秋朝阳区期末）如图，在三角形字母字母字母中，线段等于线段，D是三角形内一点，连接线段，线段，线段，角线段C等于90度，角D线段等于45度．（1）求证比角字母字母字母等于角字母字母字母；（2）求角线段B的度数．,0,1,0,0,0,0,0
926,如图，在矩形字母字母字母中，线段、线段、CG、DG分别是各内角的平分线，E、F、G、H分别为它们的交点．求证比四线段形线段线段是正方形．,0,0,1,0,0,0,0
992,如图，正方形字母字母字母中，点E在线段上（与点C、D不重合），连接线段，作线段平行线段，交直线线段于点F，过点F作FG垂直线段于点G，连接AG、EG．（1）猜想三角形AGE的形状，并证明；（2）若点E在线段的延长线上，且角AGF等于120度，线段等于2，请在备用图中画出图形，并求DG的长度．,0,0,1,0,0,0,0
606,在四线段形字母字母字母中，线段平行线段，且线段等于15厘米，线段等于10厘米，点P、Q分别从A、C同时出发，点P以2厘米除s的速度从A向D运动，点Q从点C以4厘米除s的速度向B运动，设运动时间为t（s），且当其中一点到达终点时，另一点也随之停止．（1）当t为何值时，线段平行线段？（2）当t为何值时，四线段形线段QP是平行四线段形？,0,0,0,0,1,0,0
1004,已知比正方形字母字母字母中，M、N分别是线段、线段的中点，问三角形线段M的形状并说明理由．,0,0,1,0,0,0,0
1234,如图，已知D、E分别在三角形字母字母字母的线段线段、线段上，D为线段的中点，线段比EC等于2比1，三角形字母字母字母相似三角形字母字母字母，且角字母字母字母等于角C，求线段除线段的值．,0,1,0,0,0,0,0
1179,已知三角形字母字母字母相似三角形A1B1C1，且线段比线段比线段等于4比6比9，三角形A1B1C1的最短线段长为12．求它另外两线段的长．,0,1,0,0,0,0,0
181,如图，三角形字母字母字母全等三角形线段C，线段和线段，线段和线段是对应线段，角字母字母字母和角线段E相等吗？为什么？,0,1,0,0,0,0,0
287,如图比三角形线段F全等三角形线段E，写出相等的线段．,0,1,0,0,0,0,0
1353,如图，三角形字母字母字母中，D、E分别是线段，线段线段上的中点，连接线段并延长使线段等于线段，连接线段、线段、AF（1）四线段形字母字母字母F时怎样的四线段形？证明你的结论；（2）当三角形字母字母字母满足什么条件时，四线段形字母字母字母F是矩形？,0,0,1,0,1,0,0
1389,（2019春平谷区期末）如图，矩形字母字母字母中，对角线线段，线段交于点O，角字母字母字母等于60度，过O点作线段垂直线段于M点，求证比线段等于1除2线段．,0,1,1,0,0,0,0
1078,（2019春莱州市期末）如图，在线段长为4的正方形字母字母字母中，动点E以每秒1个单位长度的速度从点A开始沿线段线段向点B运动，动点F以每秒2个单位长度的速度从点B开始沿线段线段向点C运动，动点E比动点F先出发1秒，其中一个动点到达终点时，另一个动点也随之停止运动设点F的运动时间为t秒．（1）如图1，连接线段，AF．若线段垂直AF，求t的值；（2）如图2，连结线段，线段．当t为何值时，三角形线段F相似三角形线段F？,0,1,1,0,0,0,0
357,如图，三角形字母字母字母中，线段等于线段等于2，角B等于15度，求等腰三角形字母字母字母腰上高的值．,0,1,0,0,0,0,0
927,如图，已知四线段形字母字母字母、A1B1C1D1都是正方形，线段、线段、线段、线段分别是AA1、BB1、CC1、DD1的中点．求证比四线段形线段线段线段线段是正方形．,0,1,1,0,0,0,0
1193,要做两个形状相同的三角形框架，其中一个的三线段长分别为3厘米、4厘米、5厘米，另一个三角形的一线段长为6厘米，求它的另两条线段长x和y．,0,1,0,0,0,0,0
477,如图，直线线段与线段相交于点O，若角字母字母字母等于70度，角字母字母字母负号角字母字母字母等于50度，求角字母字母字母的度数．,0,0,0,0,0,0,1
1131,如图所示，线段垂直线段，线段垂直线段，线段等于6，线段等于4，线段等于k，点P在线段上移动，保持角线段C等于90度，但不与点B和点D重合．（1）当k等于14时，请问在线段上存在多少个P点，使以P，C，D为顶点的三角形与三角形线段P相似？并求线段的长．（2）已知在线段上至少存在一个P点，使以P，C，D为顶点的三角形与三角形线段P相似，求k的取值范围．,0,1,0,0,0,0,0
1100,如图，在线段长为1的正方形网格中有A、B、C、D、E五个点，问比三角形字母字母字母与三角形字母字母字母是否相似？为什么？,0,1,0,0,0,0,0
570,如图，分别以三角形字母字母字母的三线段向外作等线段三角形比三角形字母字母字母，三角形线段E，三角形线段F，连接线段，线段．（1）求证比四线段形字母字母字母F是平行四线段形；（2）对于任意的三角形字母字母字母，字母字母字母F是否始终存在？,0,0,0,0,1,0,0
1463,如图，在矩形字母字母字母中，以点B为圆心，线段长为半径画弧，交线段线段于点E，连接线段，过C点作线段垂直线段，垂足为F（1）猜想线段线段与图中现有的哪一条线段相等，并加以证明．（2）求证比FE等于ED．,0,0,1,0,0,0,0
1254,如图，三角形字母字母字母相似三角形字母字母字母，线段、线段分别是它们的中线，求证比线段比线段等于线段比A′B′．,0,1,0,0,0,0,0
283,如图，已知三角形字母字母字母全等线段B．（1）分别写出对应角和对应线段；（2）请说明角1等于角2的理由．,0,1,0,0,0,0,0
78,如图，在三角形字母字母字母中，角字母字母字母等于角字母字母字母，线段等于线段．（1）若添加条件比线段等于线段，可用“SAS”推得三角形字母字母字母全等三角形字母字母字母；（2）若添加条件比角C等于角E，可用“ASA”推得三角形字母字母字母全等三角形字母字母字母．,0,1,0,0,0,0,0
156,如图，三角形字母字母字母全等三角形字母字母字母，角C与角D是对应角，线段与线段是对应线段，线段等于8厘米，线段等于10厘米，线段等于线段等于2厘米，求线段的长．,0,1,0,0,0,0,0
1135,如图，在三角形字母字母字母中，线段、线段分别是线段、线段上的高．（1）求证比字母字母字母C等于线段线段；（2）连接线段，那么三角形字母字母字母与三角形字母字母字母相似吗？为什么？,0,1,0,0,0,0,0
152,如图，已知三角形字母字母字母全等三角形线段C，求证比线段负号线段等于2EC．,0,1,0,0,0,0,0
1186,在三角形字母字母字母中，线段等于6，线段等于8，点D、E分别是线段、线段线段上的点，且线段等于2，连接线段，若三角形字母字母字母与三角形字母字母字母相似，求线段的长．,0,1,0,0,0,0,0
865,如图，线段平行线段，试找出角B、角C、角线段C三者之间的数量关系．,0,0,0,0,0,1,0
1447,如图，线段为矩形字母字母字母的一条对角线，延长线段至E，使线段等于线段，连接线段．若线段等于1，角线段B等于15度，求线段的长度．,0,1,1,0,0,0,0
387,在三角形字母字母字母中，角字母字母字母等于90度，角A等于30度，线段垂直线段．（1）若线段等于8，求线段的长；（2）若线段等于8．求线段的长．,0,1,0,0,0,0,0
1128,根据下列条件，判断三角形字母字母字母与三角形字母字母字母是否相似，并说明理由比线段等于10厘米，线段等于12厘米，线段等于15厘米，A′B′等于150厘米，B′C′等于180厘米，线段等于225厘米．,0,1,0,0,0,0,0
524,（2018春大竹县期末）如图1负号4，在三角形字母字母字母中，AM是中线，D是AM所在直线上的一个动点（不与点A重合），线段平行线段交线段所在直线于点F，线段平行AM，连接线段，线段．（1）如图1，当点D与点M重合时，观察发现比三角形线段M向右平移1除2线段到了三角形字母字母字母的位置，此时四线段形字母字母字母E是平行四线段形．请你给予验证；（2）如图2，图3，图4，是当点D不与点M重合时的三种情况，你认为三角形线段M应该平移到什么位置？直接在图中画出来．此时四线段形字母字母字母E还是平行四线段形吗？请你选择其中一种情况说明理由．,0,0,0,0,1,0,0
410,若经过一个三角形某一顶点的一条直线可把它分成两个小等腰三角形，那么我们称该三角形为等腰三角形过该顶点的生成三角形．（1）如图，在等腰直角三角形字母字母字母中，线段等于线段，角A等于90度，请问三角形字母字母字母是否是生成三角形？请你说明理由．（2）若三角形字母字母字母是等腰三角形过顶点B的生成三角形，角C是其最小的内角，请探求角字母字母字母与角C之间的关系．,0,1,0,0,0,0,0
501,如图，角1与角2为对顶角，角字母字母字母等于90度，角字母字母字母等于5角字母字母字母，求角2的度数．,0,0,0,0,0,0,1
816,如图所示，点B为三角形线段C的线段线段上一点（点B不与点A、C重合），连接线段，射钱线段平行EC交线段于点F，过点A作角E线段等于角B线段，交线段线段的延长线于点D．（1）请补全图形；（2）求证比角线段C等于角线段B．,0,0,0,0,0,1,0
870,（2018春黄岛区期末）七巧板是我们祖先的一项卓越创造，用它可以拼出多种图形，请你根据下列要求拼图比（画出示意图并标明每块板的标号，在拼图时应注意比相邻的两块板之间无空隙、无重叠）（1）用七巧板中标号为②③的三块板拼成一个等腰直角三角形；（2）选择七巧板中的三块板拼成一个正方形．,0,1,1,0,0,0,0
209,如图，已知三角形字母字母字母全等三角形字母字母字母，线段与线段交于点E，试说明三角形字母字母字母是等腰三角形．,0,1,0,0,0,0,0
1388,（2019春蜀山区期末）如图1，矩形字母字母字母中，线段等于2，线段等于3，过对角线线段中点O的直线分别交线段线段、线段于点E、F（1）求证比四线段形线段线段是平行四线段形；（2）如图2，当线段垂直线段时，求线段的长度．,0,1,1,0,1,0,0
453,如图，直线线段，线段相交于点O，且角1等于角2，已知角2比角3等于2比5，求角4、角字母字母字母的度数．,0,0,0,0,0,0,1
128,如图，D是线段线段的中点，角C等于角F，角B等于角E．请你在图中找出一对全等三角形，并说明理由．,0,1,0,0,0,0,0
573,已知比在四线段形字母字母字母中，对角线线段、线段恰好平分这个四线段形的面积．求证比这个四线段形是平行四线段形．,0,1,0,0,1,0,0
386,如图，在直角三角形字母字母字母中，角字母字母字母等于90度，线段垂直于线段，垂足为点D，线段等于1除2线段，求角A的度数．,0,1,0,0,0,0,0
1025,已知四线段形字母字母字母是正方形，四线段形A线段G是菱形．（1）如图1，若点F在正方形字母字母字母内部，AF平分角字母字母字母，求证比DG等于线段．（2）如图2，若点F在线段BA的延长线上，角线段G等于角字母字母字母，线段等于5，线段等于2，求线段的长．,0,1,1,1,0,0,0
682,（2017春闽侯县校级月考）如图，已知角1等于角2，试说明线段平行线段．,0,0,0,0,0,1,1
1188,已知三角形字母字母字母相似三角形字母字母字母，线段是三角形字母字母字母的中线，线段是三角形字母字母字母的中线，若线段除线段等于1除2，且三角形字母字母字母的周长为20厘米，求三角形字母字母字母的周长．,0,1,0,0,0,0,0
1466,如图，O为矩形字母字母字母对角线的交点，线段平行线段，线段平行线段．（1）若线段等于6，线段等于8，求四线段形O线段D的面积．（2）若角字母字母字母等于30度，菱形O线段D的面积为183，求线段的长．,0,0,1,1,0,0,0
1180,已知三角形字母字母字母相似三角形A1B1C1，相似比为2除3，且线段等于4，线段等于5，A1C1等于9，求A1B1、B1C1和线段的长．,0,1,0,0,0,0,0
537,如图所示，已知线段是三角形字母字母字母的中线，线段平行线段，且线段等于线段，连结线段，EC，求证比四线段形字母字母字母E是平行四线段形．,0,1,0,0,1,0,0
59,已知比如图，线段平行线段，角B等于角D，求证比三角形字母字母字母全等三角形字母字母字母．,0,1,0,0,0,0,0
141,如图，三角形字母字母字母全等三角形字母字母字母，三角形字母字母字母怎样才能与三角形字母字母字母重合？,0,1,0,0,0,0,0
250,如图，点A，B，C，D在同一条直线上，三角形线段F全等三角形线段E，证明比AF平行线段．,0,1,0,0,0,1,0
1394,（2019春隆回县期末）如图，在矩形字母字母字母中，M为线段线段上一点，连接AM，过点D作线段垂直AM，垂足为E．若线段等于线段等于5，线段等于2EM．（1）求证比三角形线段D全等三角形MBA；（2）求BM的长（结果用根式表示）,0,1,1,0,0,0,0
892,已知比如图，线段、线段分别是三角形字母字母字母的内、外角平分线，过点A作线段、线段的垂线，垂足分别为E、F，且角字母字母字母等于90度，求证比四线段形线段线段是正方形．,0,0,1,0,0,0,0
1034,（2017秋武平县校级月考）如图，点E是三角形字母字母字母中线段上的一个点，过E作ED垂直线段，垂足为D，若角1等于角2，则三角形字母字母字母是直角三角形吗？为什么？,0,1,0,0,0,0,0
315,如图，在三角形字母字母字母中，线段等于20，线段等于30，角字母字母字母等于120度，求S三角形字母字母字母的值．,0,1,0,0,0,0,0
758,如图，已知线段和BQ分别平分角MAN和角线段R，且角1等于角2，求证比a平行b．,0,0,0,0,0,1,0
367,如图，在三角形字母字母字母中，角C等于90度，线段是角字母字母字母的平分线，过点D作线段垂直线段．线段恰好是角线段B的平分线．线段与线段有怎样的数量关系？请说明理由．,0,1,0,0,0,0,0
86,如图，点D在角字母字母字母的角平分线上，线段垂直线段，垂足为M，DN垂直线段交线段的延长线于N，且BM等于CN．求证比三角形线段M全等三角形线段N．,0,1,0,0,0,0,1
960,（2011春雨花区校级期中）在正方形字母字母字母中，线段为对角线，E为线段上一点，连结线段、ED．（1）求证比三角形E线段全等三角形字母字母字母．（2）延长线段交线段于F，当线段等于线段时，求角E线段的度数．,0,1,1,0,0,0,0
1073,如图，直角三角形字母字母字母中，角C等于90度，角B等于3角A，求角B的度数．,0,1,0,0,0,0,0
242,如图，在直角三角形字母字母字母中，角字母字母字母等于90度，且线段等于线段等于4厘米，已知三角形线段D全等三角形线段E．求四线段形线段线段的面积．,0,1,0,0,0,0,0
764,如图所示，已知直线线段，线段被直线线段所截，分别交于E，F，从E点引出两条射线线段，EQ，且满足角线段Q等于角E线段，角线段P等于角MEQ，直线线段，线段是否平行？为什么？,0,0,0,0,0,1,0
459,如图，直线线段，线段相交于点O，线段平分角M线段，角1等于角2，试判断角3与角4之间的关系，并说明理由．,0,0,0,0,0,0,1
911,满足下列条件的四线段形是不是正方形？为什么？（1）对角线互相垂直且相等的平行四线段形；（2）对角线互相垂直的矩形；（3）对角线相等的菱形；（4）对角线互相垂直平分且相等的四线段形．,0,0,1,0,0,0,0
877,如图所示，在四线段形线段FC，角字母字母字母等于90度，线段垂直平分线线段交线段于点D，交线段于点E，且线段等于线段（1）试探究四线段形线段线段是什么特殊的四线段形；（2）当角A的大小满足什么条件时，四线段形线段线段是正方形？请回答并证明你的结论．,0,0,1,0,0,0,0
1262,求证比相似三角形对应高的比都等于相似比．,0,1,0,0,0,0,0
444,如图，已知角1与角2的两线段分别互相垂直．（1）图中，有0组对顶角，若角1等于30度，则角2等于150度；（2）图②中，角3与角4是一组对顶角，判断角1与角2的大小关系，并说明理由；（3）请你画出一种符合题意的一组角1和角2，判断角1与角2的数量关系，并总结出一个正确的结论．,0,0,0,0,0,0,1
564,如图，在四线段形字母字母字母中，角B等于角D，角线段A等于角字母字母字母，求证比四线段形字母字母字母是平行四线段形．,0,0,0,0,1,0,0
1404,（2018春泰山区期末）已知比矩形字母字母字母中，E，F分别是线段、线段的中点，线段、AF分别交线段于G，H两点．求证比EG等于FH．,0,1,1,0,0,0,0
1117,如图，在三角形字母字母字母中，线段等于8，线段等于6，点D在线段上，线段等于2，若点E在线段上，以A，D，E为顶点的三角形与三角形字母字母字母相似．求线段的长．,0,1,0,0,0,0,0
231,如图，三角形字母字母字母全等三角形字母字母字母，角字母字母字母等于88度，角字母字母字母等于26度，求角线段E的度数．,0,1,0,0,0,0,0
1058,如图，已知角线段F等于角线段F等于90度，线段与线段相交于点F，若角C等于20度，求角O的大小．,0,1,0,0,0,0,0
